timestamp,cell_id,cell_type,slice_type,throughput_mbps,latency_ms,packet_loss_pct,handover_count,rsrp_dbm,rsrq_db,prb_utilization_pct,active_users,sla_compliant
2024-01-01 00:25:00,CELL_012,macro,eMBB,1097.77,8.336,0.0326,0,-118.0,-9.58,65.8,51,1
2024-01-01 00:26:00,CELL_020,micro,URLLC,233.61,2.338,0.0404,6,-86.4,-18.31,59.4,15,1
2024-01-01 00:27:00,CELL_003,macro,mMTC,25.01,35.636,1.4727,6,-103.9,-12.78,29.1,221,1
2024-01-01 00:28:00,CELL_005,micro,eMBB,848.55,7.965,0.2144,5,-101.4,-16.68,100.0,43,1
2024-01-01 00:29:00,CELL_019,macro,mMTC,41.45,27.616,1.7638,5,-75.5,-3.11,29.8,189,1
2024-01-01 00:30:00,CELL_007,macro,eMBB,883.02,3.484,1.2315,1,-99.7,-19.32,68.7,39,1
2024-01-01 00:31:00,CELL_009,micro,eMBB,824.23,7.547,0.199,1,-84.2,-13.36,78.3,54,1
2024-01-01 00:32:00,CELL_007,pico,eMBB,782.25,11.713,0.2123,7,-108.4,-13.3,65.8,44,1
2024-01-01 00:33:00,CELL_018,macro,mMTC,45.4,24.841,0.765,5,-100.0,-13.87,22.1,234,1
2024-01-01 00:34:00,CELL_004,pico,eMBB,797.54,11.18,0.3708,3,-90.1,-16.88,76.1,45,1
2024-01-01 00:35:00,CELL_014,micro,mMTC,29.06,19.915,0.5237,3,-82.0,-5.54,18.6,201,1
2024-01-01 00:36:00,CELL_018,micro,HC,1084.53,2.99,0.1381,4,-110.8,-4.0,78.1,5,1
2024-01-01 00:37:00,CELL_009,micro,URLLC,326.15,2.268,0.0209,2,-96.9,-12.88,55.9,12,1
2024-01-01 00:38:00,CELL_002,macro,URLLC,212.38,2.283,0.2024,9,-107.3,-18.49,56.9,8,0
2024-01-01 00:39:00,CELL_020,macro,URLLC,225.1,2.161,0.0958,6,-75.7,-15.72,48.9,15,1
2024-01-01 00:40:00,CELL_015,micro,eMBB,976.66,7.326,0.3394,3,-87.2,-17.96,82.1,55,1
2024-01-01 00:41:00,CELL_007,macro,URLLC,232.98,1.916,0.0106,2,-85.0,-9.14,58.2,14,1
2024-01-01 00:42:00,CELL_012,pico,URLLC,343.43,1.875,0.0709,4,-101.4,-8.14,61.3,13,1
2024-01-01 00:43:00,CELL_008,macro,HC,1131.48,5.753,0.2267,5,-80.4,-17.1,79.1,9,1
2024-01-01 00:44:00,CELL_015,macro,HC,1097.83,5.927,0.412,4,-87.1,-16.72,92.2,5,1
2024-01-01 00:45:00,CELL_003,micro,mMTC,34.21,19.026,0.5794,1,-93.0,-10.25,31.0,187,1
2024-01-01 00:46:00,CELL_014,macro,mMTC,45.19,31.939,0.9415,1,-104.6,-10.93,33.7,199,1
2024-01-01 00:47:00,CELL_017,micro,URLLC,213.18,2.258,0.005,7,-112.0,-8.5,42.4,10,1
2024-01-01 00:48:00,CELL_004,micro,URLLC,227.97,1.813,0.0032,1,-98.3,-12.23,65.2,10,1
2024-01-01 00:49:00,CELL_018,pico,mMTC,50.87,17.408,5.7075,4,-89.5,-7.7,36.2,189,0
2024-01-01 00:50:00,CELL_008,micro,eMBB,827.1,7.665,1.0779,1,-77.0,-5.24,76.4,57,1
2024-01-01 00:51:00,CELL_004,micro,HC,1193.71,6.01,0.3613,3,-73.7,-12.25,50.3,9,1
2024-01-01 00:52:00,CELL_002,micro,URLLC,331.58,1.226,0.056,5,-116.4,-10.52,47.9,9,1
2024-01-01 00:53:00,CELL_006,pico,URLLC,214.53,2.137,0.0557,3,-97.8,-12.41,50.7,22,1
2024-01-01 00:54:00,CELL_010,macro,mMTC,13.8,27.232,0.0016,5,-79.5,-12.73,25.1,192,1
2024-01-01 00:55:00,CELL_004,macro,HC,1142.66,3.928,0.1082,6,-110.2,-12.04,97.6,8,1
2024-01-01 00:56:00,CELL_018,macro,eMBB,821.52,10.888,0.5751,3,-86.2,-12.95,79.0,47,1
2024-01-01 00:57:00,CELL_012,macro,mMTC,19.93,23.29,0.2592,3,-73.4,-8.33,25.0,196,1
2024-01-01 00:58:00,CELL_002,micro,URLLC,271.2,1.265,0.0314,4,-80.5,-18.72,48.8,11,1
2024-01-01 00:59:00,CELL_010,micro,eMBB,806.32,8.638,0.0873,1,-84.2,-6.25,62.9,36,1
2024-01-01 01:00:00,CELL_004,micro,mMTC,51.28,0.728,0.0398,2,-81.0,-13.82,51.7,174,1
2024-01-01 01:01:00,CELL_014,macro,URLLC,268.35,1.838,0.0671,3,-98.4,-17.84,68.8,12,1
2024-01-01 01:02:00,CELL_016,micro,URLLC,423.68,1.848,0.0206,1,-113.1,-3.03,43.6,11,1
2024-01-01 01:03:00,CELL_015,macro,eMBB,811.6,8.332,0.3008,2,-90.4,-7.83,64.7,41,1
2024-01-01 01:04:00,CELL_008,micro,URLLC,156.94,2.402,0.035,4,-109.6,-17.23,52.1,7,1
2024-01-01 01:05:00,CELL_014,micro,URLLC,337.48,1.829,0.0393,4,-82.0,-12.3,50.5,9,1
2024-01-01 01:06:00,CELL_008,macro,URLLC,288.74,2.082,0.0551,2,-85.9,-15.73,66.4,13,1
2024-01-01 01:07:00,CELL_016,macro,eMBB,752.72,12.03,0.4135,2,-94.8,-16.55,72.0,34,1
2024-01-01 01:08:00,CELL_013,macro,HC,1195.54,4.844,0.404,5,-74.1,-9.65,76.4,9,1
2024-01-01 01:09:00,CELL_018,pico,URLLC,291.92,1.617,0.0319,1,-112.1,-9.09,64.7,17,1
2024-01-01 01:10:00,CELL_015,pico,mMTC,54.35,38.097,0.1856,3,-82.8,-17.62,46.0,198,1
2024-01-01 01:11:00,CELL_013,micro,URLLC,249.23,1.342,0.0288,2,-89.1,-17.61,60.9,6,1
2024-01-01 01:12:00,CELL_009,macro,eMBB,886.56,5.706,0.0142,1,-86.5,-12.01,70.6,58,1
2024-01-01 01:13:00,CELL_015,macro,URLLC,229.01,1.435,0.014,2,-108.7,-9.13,52.8,7,1
2024-01-01 01:14:00,CELL_013,micro,URLLC,113.86,1.409,0.0449,0,-96.7,-19.02,70.3,12,1
2024-01-01 01:15:00,CELL_001,micro,URLLC,289.97,1.901,0.1006,2,-81.7,-7.35,44.5,17,0
2024-01-01 01:16:00,CELL_007,macro,URLLC,284.46,1.601,0.0555,0,-94.3,-9.64,66.1,17,1
2024-01-01 01:17:00,CELL_009,macro,URLLC,367.1,1.556,0.0511,4,-81.5,-18.12,48.3,12,1
2024-01-01 01:18:00,CELL_001,micro,eMBB,915.01,7.299,0.6201,5,-90.0,-15.62,76.1,43,1
2024-01-01 01:19:00,CELL_012,macro,URLLC,211.18,1.53,0.0377,1,-117.6,-16.67,39.6,11,1
2024-01-01 01:20:00,CELL_008,macro,eMBB,986.18,9.333,0.0927,3,-116.0,-18.0,74.8,35,1
2024-01-01 01:21:00,CELL_011,macro,eMBB,807.73,9.596,0.3606,3,-105.8,-15.87,64.6,43,1
2024-01-01 01:22:00,CELL_019,micro,HC,1067.33,3.125,0.3409,2,-93.0,-5.37,80.8,10,1
2024-01-01 01:23:00,CELL_017,pico,URLLC,303.36,1.71,0.0261,5,-114.8,-12.22,52.2,8,1
2024-01-01 01:24:00,CELL_008,pico,URLLC,320.49,1.048,0.0289,3,-94.1,-16.66,59.1,12,1
2024-01-01 01:25:00,CELL_003,micro,URLLC,218.87,2.08,0.1286,6,-105.1,-16.9,65.2,15,0
2024-01-01 01:26:00,CELL_003,micro,HC,930.07,5.091,0.0167,3,-71.8,-4.09,73.3,2,1
2024-01-01 01:27:00,CELL_001,macro,URLLC,331.52,2.472,0.0678,5,-88.7,-13.33,36.2,10,1
2024-01-01 01:28:00,CELL_005,micro,mMTC,44.82,27.271,0.311,4,-111.9,-19.79,36.8,195,1
2024-01-01 01:29:00,CELL_010,macro,eMBB,734.0,9.228,0.0109,3,-75.4,-16.14,68.0,39,1
2024-01-01 01:30:00,CELL_007,micro,HC,1607.27,5.254,0.0369,2,-106.4,-19.94,77.7,8,1
2024-01-01 01:31:00,CELL_009,macro,mMTC,19.05,31.323,0.6031,1,-95.6,-9.05,40.2,203,1
2024-01-01 01:32:00,CELL_007,macro,mMTC,41.94,30.758,1.7388,1,-113.2,-18.6,18.6,204,1
2024-01-01 01:33:00,CELL_009,macro,eMBB,709.77,8.185,0.002,3,-87.2,-5.69,85.3,43,1
2024-01-01 01:34:00,CELL_008,macro,eMBB,915.99,9.622,0.1119,2,-75.1,-17.46,74.0,55,1
2024-01-01 01:35:00,CELL_012,macro,eMBB,877.84,7.354,0.8267,5,-77.8,-16.67,82.2,57,1
2024-01-01 01:36:00,CELL_002,macro,eMBB,814.86,8.656,0.6619,5,-100.0,-11.79,85.1,40,1
2024-01-01 01:37:00,CELL_001,pico,mMTC,32.48,14.022,1.3916,3,-76.8,-15.15,23.9,187,1
2024-01-01 01:38:00,CELL_016,macro,eMBB,848.24,8.619,0.4526,3,-104.4,-12.55,72.6,50,1
2024-01-01 01:39:00,CELL_005,micro,eMBB,672.6,10.426,0.1359,1,-86.0,-10.68,48.5,38,1
2024-01-01 01:40:00,CELL_003,pico,eMBB,869.11,7.606,0.2301,3,-81.2,-9.57,81.4,41,1
2024-01-01 01:41:00,CELL_012,pico,eMBB,852.55,8.532,0.043,3,-89.3,-7.71,62.7,50,1
2024-01-01 01:42:00,CELL_008,micro,eMBB,919.95,9.734,0.9605,2,-100.5,-6.23,71.8,33,1
2024-01-01 01:43:00,CELL_003,pico,mMTC,74.74,22.034,0.0718,6,-105.4,-6.77,34.3,208,1
2024-01-01 01:44:00,CELL_001,macro,URLLC,268.57,2.017,0.0313,1,-70.5,-13.81,49.9,6,1
2024-01-01 01:45:00,CELL_003,macro,eMBB,552.91,8.751,0.0699,2,-87.2,-4.51,86.3,51,1
2024-01-01 01:46:00,CELL_005,macro,URLLC,235.13,1.629,0.1163,2,-82.8,-7.32,73.9,10,0
2024-01-01 01:47:00,CELL_015,micro,URLLC,301.36,2.263,0.014,1,-102.6,-6.32,66.0,12,1
2024-01-01 01:48:00,CELL_014,micro,eMBB,639.17,8.807,0.7999,1,-97.3,-5.14,73.1,39,1
2024-01-01 01:49:00,CELL_003,macro,URLLC,155.15,2.202,0.0109,6,-92.5,-18.12,56.5,8,1
2024-01-01 01:50:00,CELL_001,macro,mMTC,31.09,19.638,0.6061,3,-113.5,-5.67,46.3,180,1
2024-01-01 01:51:00,CELL_005,micro,mMTC,69.03,18.771,0.501,4,-91.8,-7.49,41.4,214,1
2024-01-01 01:52:00,CELL_014,macro,mMTC,32.42,14.52,2.4635,5,-76.2,-4.98,15.9,192,1
2024-01-01 01:53:00,CELL_007,micro,eMBB,614.24,8.139,0.3125,2,-82.4,-12.17,60.7,43,1
2024-01-01 01:54:00,CELL_009,micro,HC,1382.25,4.338,0.0681,2,-100.2,-3.29,87.6,6,1
2024-01-01 01:55:00,CELL_015,micro,mMTC,34.12,19.746,0.4299,4,-89.1,-19.06,21.4,180,1
2024-01-01 01:56:00,CELL_015,micro,HC,1508.02,5.468,0.0441,2,-74.8,-16.99,87.4,8,1
2024-01-01 01:57:00,CELL_010,pico,eMBB,900.39,9.191,0.0434,5,-99.5,-19.52,95.6,41,1
2024-01-01 01:58:00,CELL_013,macro,HC,1134.26,3.093,0.1085,2,-81.6,-18.79,73.1,5,1
2024-01-01 01:59:00,CELL_019,micro,mMTC,64.35,39.276,0.5996,5,-82.4,-14.23,33.3,187,1
2024-01-01 02:00:00,CELL_007,micro,mMTC,16.29,13.578,1.4965,1,-115.2,-19.36,50.1,224,1
2024-01-01 02:01:00,CELL_017,macro,eMBB,801.53,11.197,0.1878,3,-119.2,-18.18,70.0,43,1
2024-01-01 02:02:00,CELL_020,macro,mMTC,51.7,10.691,0.0794,3,-108.7,-4.74,48.5,182,1
2024-01-01 02:03:00,CELL_004,macro,HC,1507.6,4.73,0.0068,4,-79.4,-17.33,86.7,8,1
2024-01-01 02:04:00,CELL_005,macro,URLLC,216.22,1.313,0.1062,3,-112.9,-6.04,40.7,7,0
2024-01-01 02:05:00,CELL_007,micro,URLLC,247.1,1.684,0.006,5,-110.4,-18.84,58.4,5,1
2024-01-01 02:06:00,CELL_013,pico,HC,1261.78,4.889,0.171,2,-91.7,-4.67,70.8,5,1
2024-01-01 02:07:00,CELL_015,macro,URLLC,313.42,2.082,0.1112,0,-90.5,-7.73,54.9,10,0
2024-01-01 02:08:00,CELL_011,macro,URLLC,217.51,1.969,0.0294,2,-95.3,-18.56,48.9,8,1
2024-01-01 02:09:00,CELL_004,pico,URLLC,191.24,1.817,0.0148,5,-87.4,-10.91,56.8,13,1
2024-01-01 02:10:00,CELL_013,macro,HC,1377.69,4.411,0.0368,2,-109.8,-8.31,80.0,2,1
2024-01-01 02:11:00,CELL_007,macro,eMBB,757.02,8.859,1.358,4,-116.4,-14.47,45.8,53,1
2024-01-01 02:12:00,CELL_019,micro,URLLC,203.79,1.45,0.0125,4,-99.6,-15.53,49.8,8,1
2024-01-01 02:13:00,CELL_002,micro,URLLC,204.51,2.3,0.0754,0,-76.0,-17.37,57.4,9,1
2024-01-01 02:14:00,CELL_010,macro,mMTC,38.94,31.846,0.5509,2,-76.1,-12.59,30.8,163,1
2024-01-01 02:15:00,CELL_013,macro,URLLC,245.0,2.049,0.0077,5,-103.3,-14.57,42.4,9,1
2024-01-01 02:16:00,CELL_006,macro,HC,1269.62,4.109,0.2853,3,-73.3,-11.3,71.8,8,1
2024-01-01 02:17:00,CELL_012,micro,HC,1793.9,5.284,0.1259,6,-91.4,-7.81,84.4,11,1
2024-01-01 02:18:00,CELL_012,micro,eMBB,868.04,9.009,0.0022,1,-103.2,-13.35,72.4,39,1
2024-01-01 02:19:00,CELL_020,macro,URLLC,206.93,1.917,0.0785,1,-79.5,-11.41,55.2,12,1
2024-01-01 02:20:00,CELL_011,micro,eMBB,944.31,10.294,0.1462,5,-100.5,-18.14,77.0,54,1
2024-01-01 02:21:00,CELL_007,pico,eMBB,780.66,7.744,0.5099,8,-70.2,-12.61,83.2,57,1
2024-01-01 02:22:00,CELL_001,macro,URLLC,246.66,1.723,0.0068,1,-115.4,-18.93,56.1,7,1
2024-01-01 02:23:00,CELL_001,macro,HC,1135.2,5.002,0.6687,2,-70.5,-7.13,63.8,6,0
2024-01-01 02:24:00,CELL_020,micro,mMTC,48.82,34.548,2.4577,5,-96.4,-5.5,41.9,206,1
2024-01-01 02:25:00,CELL_013,macro,eMBB,630.73,7.649,0.3906,1,-112.1,-13.23,73.6,41,1
2024-01-01 02:26:00,CELL_009,macro,eMBB,736.04,6.052,3.153,4,-93.6,-4.89,59.9,58,0
2024-01-01 02:27:00,CELL_003,micro,URLLC,203.85,2.108,0.0291,2,-88.0,-3.94,53.2,17,1
2024-01-01 02:28:00,CELL_007,pico,URLLC,242.65,1.405,0.0107,5,-90.8,-12.53,60.5,12,1
2024-01-01 02:29:00,CELL_006,pico,eMBB,939.44,7.651,0.1456,5,-70.6,-12.53,69.8,38,1
2024-01-01 02:30:00,CELL_008,micro,mMTC,38.4,26.17,1.2713,4,-85.8,-14.69,23.2,203,1
2024-01-01 02:31:00,CELL_009,micro,HC,1244.03,4.766,0.2075,7,-73.2,-15.08,86.4,7,1
2024-01-01 02:32:00,CELL_005,macro,URLLC,184.89,2.308,0.1717,4,-77.0,-13.89,40.4,7,0
2024-01-01 02:33:00,CELL_001,micro,mMTC,33.67,26.584,0.0562,3,-118.1,-7.77,14.7,230,1
2024-01-01 02:34:00,CELL_019,macro,eMBB,937.06,6.401,0.4049,2,-98.0,-13.37,100.0,44,1
2024-01-01 02:35:00,CELL_010,macro,mMTC,45.37,34.673,0.0564,1,-117.4,-3.06,46.0,193,1
2024-01-01 02:36:00,CELL_012,micro,URLLC,226.7,1.889,0.001,5,-83.3,-4.23,45.1,14,1
2024-01-01 02:37:00,CELL_015,micro,eMBB,867.09,11.088,0.0942,2,-80.4,-6.26,78.6,39,1
2024-01-01 02:38:00,CELL_009,macro,HC,935.63,4.35,0.2081,3,-74.6,-11.45,85.3,4,1
2024-01-01 02:39:00,CELL_020,pico,URLLC,219.18,1.412,0.0498,3,-101.6,-12.94,69.3,11,1
2024-01-01 02:40:00,CELL_017,macro,mMTC,55.78,26.784,0.0442,8,-110.1,-19.89,7.0,189,1
2024-01-01 02:41:00,CELL_017,macro,eMBB,830.96,9.187,0.1035,5,-100.8,-19.98,73.9,48,1
2024-01-01 02:42:00,CELL_020,macro,eMBB,928.74,10.252,0.6871,2,-72.0,-11.24,59.7,42,1
2024-01-01 02:43:00,CELL_012,micro,eMBB,840.45,4.708,0.9273,2,-100.5,-8.87,84.0,42,1
2024-01-01 02:44:00,CELL_007,micro,URLLC,223.72,1.167,0.0029,1,-112.3,-11.81,42.0,13,1
2024-01-01 02:45:00,CELL_002,macro,URLLC,143.83,2.059,0.0038,3,-86.4,-14.13,55.3,13,1
2024-01-01 02:46:00,CELL_003,micro,eMBB,932.48,5.288,0.0947,0,-72.5,-10.11,77.3,43,1
2024-01-01 02:47:00,CELL_017,macro,URLLC,247.7,1.671,0.0302,6,-99.9,-3.56,66.0,9,1
2024-01-01 02:48:00,CELL_005,micro,URLLC,338.72,2.088,0.0212,4,-90.2,-15.06,61.6,14,1
2024-01-01 02:49:00,CELL_017,macro,mMTC,30.39,32.043,0.3612,5,-112.2,-8.23,41.2,191,1
2024-01-01 02:50:00,CELL_017,macro,URLLC,265.83,1.896,0.1186,1,-78.1,-17.12,48.5,11,0
2024-01-01 02:51:00,CELL_017,pico,HC,1362.58,3.486,0.0142,2,-103.6,-12.79,87.3,7,1
2024-01-01 02:52:00,CELL_002,macro,URLLC,119.6,2.091,0.078,2,-111.7,-13.28,55.1,11,1
2024-01-01 02:53:00,CELL_002,macro,URLLC,281.65,1.546,0.0283,4,-98.6,-15.94,52.7,10,1
2024-01-01 02:54:00,CELL_005,micro,eMBB,967.31,4.834,0.216,6,-114.4,-16.98,70.1,39,1
2024-01-01 02:55:00,CELL_001,pico,eMBB,941.55,9.622,0.3939,2,-71.9,-7.25,77.5,46,1
2024-01-01 02:56:00,CELL_001,macro,eMBB,645.82,10.677,0.0877,2,-97.5,-7.1,55.9,43,1
2024-01-01 02:57:00,CELL_019,macro,URLLC,341.68,2.621,0.0364,2,-71.8,-3.9,60.0,12,1
2024-01-01 02:58:00,CELL_002,macro,eMBB,962.91,5.567,0.3815,6,-110.9,-4.77,72.8,52,1
2024-01-01 02:59:00,CELL_012,micro,eMBB,1021.37,7.524,2.0023,6,-106.5,-19.26,75.5,30,0
2024-01-01 03:00:00,CELL_006,macro,mMTC,24.95,12.931,1.9634,4,-83.9,-8.37,30.5,206,1
2024-01-01 03:01:00,CELL_004,micro,eMBB,838.42,13.051,3.303,2,-117.6,-10.27,85.2,38,0
2024-01-01 03:02:00,CELL_011,pico,eMBB,696.69,7.386,0.1957,5,-112.7,-9.7,82.5,47,1
2024-01-01 03:03:00,CELL_017,macro,eMBB,800.05,6.563,0.2518,1,-78.9,-8.98,71.7,45,1
2024-01-01 03:04:00,CELL_006,macro,mMTC,56.82,21.165,0.8158,1,-118.5,-19.65,33.5,200,1
2024-01-01 03:05:00,CELL_005,macro,eMBB,877.93,9.781,1.0254,0,-109.2,-19.58,70.3,45,1
2024-01-01 03:06:00,CELL_020,macro,URLLC,214.02,1.972,0.1016,4,-70.0,-7.27,58.1,13,0
2024-01-01 03:07:00,CELL_002,pico,URLLC,187.01,1.294,0.0481,3,-75.8,-15.43,70.1,10,1
2024-01-01 03:08:00,CELL_006,macro,URLLC,201.43,1.391,0.043,4,-95.9,-8.66,47.3,12,1
2024-01-01 03:09:00,CELL_011,macro,URLLC,318.87,2.432,0.004,6,-108.4,-14.94,59.1,13,1
2024-01-01 03:10:00,CELL_016,micro,mMTC,17.23,20.323,0.5625,0,-117.6,-6.58,42.9,205,1
2024-01-01 03:11:00,CELL_016,macro,eMBB,890.66,13.651,0.027,6,-74.7,-6.57,84.5,40,1
2024-01-01 03:12:00,CELL_001,micro,eMBB,808.95,8.781,0.3716,3,-85.9,-9.22,65.3,53,1
2024-01-01 03:13:00,CELL_009,macro,eMBB,882.07,10.386,0.3662,4,-93.6,-15.91,70.0,45,1
2024-01-01 03:14:00,CELL_006,pico,eMBB,865.64,11.724,0.9689,4,-100.6,-12.6,76.5,55,1
2024-01-01 03:15:00,CELL_016,pico,eMBB,1026.21,8.494,0.3409,4,-71.5,-8.0,62.4,47,1
2024-01-01 03:16:00,CELL_003,micro,eMBB,711.02,7.613,0.0774,8,-85.9,-8.33,73.1,37,1
2024-01-01 03:17:00,CELL_020,pico,URLLC,305.06,1.704,0.044,3,-114.0,-11.31,61.1,5,1
2024-01-01 03:18:00,CELL_004,macro,URLLC,259.48,1.495,0.0016,3,-90.4,-8.57,51.8,7,1
2024-01-01 03:19:00,CELL_019,macro,eMBB,829.28,9.65,0.5018,4,-85.1,-3.77,80.7,49,1
2024-01-01 03:20:00,CELL_003,micro,mMTC,36.84,31.607,0.7088,3,-86.7,-8.6,15.3,192,1
2024-01-01 03:21:00,CELL_019,micro,eMBB,686.41,8.647,0.4855,2,-79.4,-7.36,86.1,34,1
2024-01-01 03:22:00,CELL_020,macro,eMBB,941.33,13.402,0.2787,0,-78.5,-8.03,77.9,40,1
2024-01-01 03:23:00,CELL_007,macro,URLLC,393.08,1.585,0.0225,4,-116.9,-4.74,56.6,10,1
2024-01-01 03:24:00,CELL_020,macro,eMBB,874.62,8.856,0.1114,4,-106.6,-18.93,60.3,44,1
2024-01-01 03:25:00,CELL_009,macro,eMBB,875.93,9.571,0.1891,2,-107.1,-5.12,86.8,37,1
2024-01-01 03:26:00,CELL_001,macro,URLLC,355.59,1.846,0.0018,3,-72.1,-18.59,53.5,10,1
2024-01-01 03:27:00,CELL_008,micro,HC,1168.76,4.717,0.7654,6,-87.5,-15.85,80.7,12,0
2024-01-01 03:28:00,CELL_007,macro,mMTC,62.02,29.87,0.5261,3,-92.6,-18.42,24.5,191,1
2024-01-01 03:29:00,CELL_018,macro,eMBB,702.67,5.339,0.384,4,-75.3,-5.28,59.9,48,1
2024-01-01 03:30:00,CELL_008,micro,mMTC,14.42,16.55,3.2403,2,-84.6,-7.52,31.5,213,1
2024-01-01 03:31:00,CELL_001,micro,mMTC,35.33,17.024,0.7594,4,-103.1,-5.58,24.4,192,1
2024-01-01 03:32:00,CELL_011,pico,URLLC,326.37,1.775,0.0056,2,-91.5,-4.46,43.1,13,1
2024-01-01 03:33:00,CELL_018,micro,mMTC,46.82,16.004,1.0205,0,-94.3,-18.56,35.8,177,1
2024-01-01 03:34:00,CELL_010,macro,URLLC,295.03,1.779,0.0636,0,-79.4,-10.45,60.6,6,1
2024-01-01 03:35:00,CELL_003,pico,eMBB,857.18,9.705,0.6885,4,-112.8,-13.64,72.7,53,1
2024-01-01 03:36:00,CELL_007,micro,URLLC,270.98,1.88,0.0306,5,-85.8,-3.64,56.2,13,1
2024-01-01 03:37:00,CELL_016,macro,URLLC,302.63,2.107,0.1356,1,-78.4,-5.56,51.6,15,0
2024-01-01 03:38:00,CELL_016,micro,URLLC,164.24,2.315,0.004,1,-105.5,-10.76,57.2,13,1
2024-01-01 03:39:00,CELL_020,pico,URLLC,293.79,1.44,0.0375,2,-103.8,-13.03,49.2,8,1
2024-01-01 03:40:00,CELL_017,macro,HC,1317.56,5.171,0.0505,6,-85.2,-14.99,80.2,16,1
2024-01-01 03:41:00,CELL_002,macro,HC,963.77,6.606,0.1779,1,-84.0,-12.77,87.6,9,1
2024-01-01 03:42:00,CELL_001,macro,mMTC,61.19,18.818,2.144,2,-110.1,-16.8,28.2,198,1
2024-01-01 03:43:00,CELL_016,macro,mMTC,35.11,17.782,0.7334,2,-80.5,-10.37,48.3,183,1
2024-01-01 03:44:00,CELL_012,macro,HC,1082.28,6.118,0.0961,3,-118.5,-10.87,70.8,9,1
2024-01-01 03:45:00,CELL_005,micro,eMBB,1001.95,8.851,1.7816,2,-90.9,-9.6,80.8,36,1
2024-01-01 03:46:00,CELL_005,macro,eMBB,929.05,10.171,0.7365,2,-104.4,-16.17,88.6,48,1
2024-01-01 03:47:00,CELL_009,pico,URLLC,221.19,2.794,0.0005,3,-80.9,-19.61,56.1,21,1
2024-01-01 03:48:00,CELL_009,micro,mMTC,57.28,31.319,0.5913,4,-101.9,-15.79,39.4,211,1
2024-01-01 03:49:00,CELL_003,micro,URLLC,142.66,1.976,0.0685,3,-103.8,-11.47,34.5,7,1
2024-01-01 03:50:00,CELL_019,pico,mMTC,25.23,29.879,1.522,7,-92.6,-18.94,29.0,202,1
